ProductID,ProductName,Brand,SubCategoryID,UsageFrequency,UnitPrice,Rating,NumberOfReviews,ProductSize,SkinType,GenderTarget,PackagingType,MainIngredient,CrueltyFree2,CountryOfOrigin
3933,Super Highlighter,Urban Decay,1,Monthly,120.8,3.4,4065,30ml,Sensitive,Unisex,Spray,Salicylic Acid,1,UK
3934,Ultra Cleanser,Natasha Denona,16,Daily,49.25,2.4,1898,30ml,Normal,Male,Tube,Salicylic Acid,0,South Korea
3935,Perfect Concealer,Perricone MD,21,Occasional,74.16,3.2,4305,250ml,Dry,Female,Jar,Aloe Vera,0,France
3936,Perfect Face Oil,Fenty Beauty,9,Occasional,110.84,1.7,4168,30ml,Normal,Female,Tube,Retinol,1,Germany
3937,Super Eye Shadow,Drunk Elephant,9,Occasional,24.59,2.8,2825,150ml,Sensitive,Female,Jar,Shea Butter,0,Japan
3938,Super Eye Shadow,E.l.f.,19,Monthly,27.76,2.3,7111,200ml,Combination,Female,Spray,Shea Butter,1,Italy
3939,Divine Face Oil,ColourPop,11,Weekly,36.55,3.8,7769,100ml,Oily,Male,Compact,Shea Butter,0,Italy
3940,Ultra Powder,Yves Saint Laurent,8,Daily,65.26,1.6,5075,150ml,Dry,Male,Stick,Glycerin,0,France
3941,Ultra Face Mask,Becca,4,Monthly,102.98,4.8,3765,250ml,Sensitive,Unisex,Jar,Aloe Vera,1,South Korea
3942,Perfect CC Cream,Bourjois,1,Weekly,96.53,1.3,8305,200ml,Dry,Female,Stick,Aloe Vera,0,UK
3943,Perfect BB Cream,KVD Beauty,20,Occasional,19.11,4.4,4210,250ml,Oily,Female,Jar,Retinol,0,Italy
3944,Perfect Bronzer,Bobby Brown,15,Daily,114.04,4.2,5204,250ml,Sensitive,Unisex,Spray,Hyaluronic Acid,1,Japan
3945,Divine Concealer,Hourglass,20,Daily,30.06,4.7,3275,200ml,Oily,Female,Spray,Salicylic Acid,1,UK
3946,Divine Face Mask,Drunk Elephant,16,Monthly,106.69,3.5,8104,200ml,Combination,Male,Bottle,Hyaluronic Acid,1,Japan
3947,Divine Mascara,Kylie Cosmetics,14,Weekly,128.98,4.4,5952,150ml,Combination,Unisex,Stick,Hyaluronic Acid,1,Japan
3948,Super CC Cream,Perricone MD,3,Occasional,93.64,4.4,1111,250ml,Normal,Female,Compact,Glycerin,1,Italy
3949,Perfect Eye Shadow,Kiehl’s,24,Weekly,131.48,4.6,9077,100ml,Oily,Female,Spray,Glycerin,1,Australia
3950,Super Highlighter,NARS,9,Daily,101.88,2.2,5948,250ml,Dry,Unisex,Stick,Aloe Vera,1,USA
3951,Magic Face Oil,Morphe,18,Occasional,72.01,1.5,8598,50ml,Combination,Female,Stick,Retinol,0,USA
3952,Ultra Face Mask,Clinique,20,Daily,104.34,1.9,128,50ml,Normal,Unisex,Spray,Retinol,0,Japan
3953,Perfect Concealer,Bobby Brown,3,Occasional,87.98,1.7,3312,150ml,Dry,Male,Spray,Hyaluronic Acid,1,USA
3954,Magic CC Cream,Bobby Brown,7,Monthly,105.99,4.2,6818,250ml,Sensitive,Female,Jar,Hyaluronic Acid,0,Japan
3955,Super BB Cream,Tatcha,17,Weekly,136.32,2.2,7596,200ml,Sensitive,Male,Bottle,Shea Butter,0,Germany
3956,Divine Eyeliner,Too Faced,21,Weekly,31.47,2.2,5392,100ml,Combination,Male,Jar,Vitamin C,0,France
3957,Ultra Cleanser,Kiehl’s,11,Monthly,67.94,2.9,7337,150ml,Combination,Unisex,Spray,Glycerin,1,Australia
3958,Magic Face Oil,Anastasia Beverly Hills,20,Monthly,110.9,5,2710,50ml,Dry,Unisex,Spray,Aloe Vera,0,Italy
3959,Super Concealer,Bobby Brown,20,Occasional,139.56,3.3,3696,200ml,Sensitive,Female,Compact,Shea Butter,1,Italy
3960,Super Primer,Clinique,5,Monthly,34.94,2.7,2335,50ml,Normal,Male,Jar,Glycerin,1,Japan
3961,Super Face Mask,Urban Decay,3,Daily,21.41,1.7,8959,200ml,Combination,Unisex,Jar,Retinol,1,France
3962,Ultra Bronzer,Rare Beauty,10,Monthly,126.8,2.9,6602,30ml,Normal,Female,Spray,Aloe Vera,1,Italy
3963,Ultra Setting Spray,Juvia’s Place,20,Weekly,41.59,3.1,6197,200ml,Sensitive,Male,Stick,Salicylic Acid,1,South Korea
3964,Magic Powder,Bite Beauty,16,Daily,29.03,4,2688,200ml,Sensitive,Unisex,Compact,Vitamin C,1,France
3965,Super Serum,Becca,17,Daily,89.95,1.6,8315,100ml,Dry,Female,Tube,Retinol,0,Japan
3966,Magic Setting Spray,Make Up For Ever,21,Daily,29.92,2.2,8452,100ml,Dry,Female,Spray,Retinol,1,Australia
3967,Magic Lipstick,Clinique,5,Daily,148.92,1.8,5894,30ml,Combination,Male,Stick,Shea Butter,0,Germany
3968,Ultra Foundation,Patrick Ta,24,Daily,114.7,2.2,3422,250ml,Oily,Male,Spray,Shea Butter,1,UK
3969,Super Setting Spray,Kiehl’s,24,Weekly,47.59,2.7,9526,50ml,Oily,Unisex,Bottle,Glycerin,1,Japan
3970,Divine Powder,RMS Beauty,20,Weekly,41.41,1.7,4826,50ml,Combination,Male,Bottle,Shea Butter,0,France
3971,Magic Bronzer,Urban Decay,18,Occasional,16.26,4.5,1273,30ml,Normal,Female,Stick,Glycerin,1,Australia
3972,Perfect Foundation,Charlotte Tilbury,10,Weekly,58.28,1.9,3822,200ml,Normal,Female,Bottle,Vitamin C,0,USA
3973,Ultra Face Oil,Fenty Beauty,18,Occasional,114.76,1,1991,30ml,Oily,Female,Spray,Retinol,1,UK
3974,Perfect Concealer,Morphe,14,Daily,85.66,1.4,4112,250ml,Normal,Female,Compact,Retinol,1,Italy
3975,Ultra Setting Spray,Urban Decay,17,Monthly,17.94,1.7,3148,200ml,Dry,Male,Spray,Aloe Vera,0,Italy
3976,Divine Makeup Remover,Kiehl’s,10,Weekly,98.8,1.6,253,30ml,Normal,Female,Jar,Glycerin,1,France
3977,Super Exfoliator,Perricone MD,11,Daily,120.68,1.6,2880,50ml,Combination,Unisex,Stick,Salicylic Acid,0,UK
3978,Ultra Moisturizer,Sisley,14,Daily,109.12,3.3,6470,100ml,Combination,Female,Stick,Aloe Vera,1,Australia
3979,Super Mascara,Bite Beauty,17,Weekly,100.66,1.2,3751,250ml,Oily,Unisex,Spray,Retinol,0,Italy
3980,Divine Highlighter,Yves Saint Laurent,3,Daily,47.24,1.6,142,200ml,Sensitive,Unisex,Tube,Vitamin C,1,USA
3981,Magic CC Cream,Laura Mercier,13,Weekly,39.78,3.6,4622,30ml,Sensitive,Unisex,Tube,Glycerin,1,USA
3982,Super Face Oil,Sisley,9,Weekly,37.39,1.2,3102,100ml,Normal,Male,Bottle,Shea Butter,1,USA
3983,Super Lipstick,Sisley,22,Daily,74.39,2.2,9704,100ml,Combination,Unisex,Spray,Shea Butter,0,Japan
3984,Perfect Exfoliator,E.l.f.,11,Daily,76.03,2.7,8137,30ml,Combination,Female,Bottle,Retinol,0,Italy
3985,Perfect BB Cream,Milk Makeup,4,Weekly,21.34,3.5,8471,250ml,Oily,Unisex,Compact,Vitamin C,1,South Korea
3986,Ultra CC Cream,Too Faced,6,Weekly,145.72,3,686,250ml,Dry,Male,Spray,Glycerin,1,France
3987,Divine Highlighter,Natasha Denona,23,Weekly,57.22,3.4,157,250ml,Combination,Unisex,Tube,Hyaluronic Acid,0,Australia
3988,Perfect Bronzer,Patrick Ta,17,Monthly,88.89,2.6,9711,200ml,Oily,Male,Tube,Shea Butter,1,Germany
3989,Ultra Concealer,Drunk Elephant,3,Weekly,23.05,2.5,1351,100ml,Oily,Male,Tube,Retinol,1,Italy
3990,Divine Face Mask,Sisley,23,Occasional,46.19,4.1,1069,50ml,Normal,Male,Compact,Hyaluronic Acid,1,UK
3991,Super Blush,RMS Beauty,13,Occasional,41.32,1.5,5098,50ml,Dry,Female,Jar,Vitamin C,0,Japan
3992,Ultra Lip Liner,Milk Makeup,16,Daily,115.73,4.4,9449,150ml,Dry,Unisex,Jar,Glycerin,0,Germany
3993,Magic Contour,Rare Beauty,12,Occasional,102.5,1.2,1039,200ml,Combination,Male,Spray,Aloe Vera,1,USA
3994,Ultra Blush,Drunk Elephant,10,Occasional,74.4,1,4072,30ml,Oily,Male,Stick,Hyaluronic Acid,0,Japan
3995,Divine Contour,RMS Beauty,11,Daily,122.73,2.6,6724,200ml,Normal,Unisex,Bottle,Shea Butter,1,UK
3996,Ultra CC Cream,Tarte,4,Weekly,136.17,3.3,1744,150ml,Sensitive,Female,Stick,Hyaluronic Acid,0,UK
3997,Perfect Highlighter,Urban Decay,21,Weekly,73.81,4.8,6462,100ml,Combination,Female,Jar,Glycerin,0,Japan
3998,Ultra CC Cream,RMS Beauty,14,Weekly,86.12,3.1,5473,150ml,Combination,Male,Compact,Shea Butter,1,Italy
3999,Divine Primer,ColourPop,17,Daily,51.97,3.7,6146,200ml,Combination,Female,Spray,Aloe Vera,1,Australia
4000,Divine Highlighter,Ilia Beauty,24,Monthly,57.64,4.5,5110,250ml,Dry,Male,Stick,Salicylic Acid,1,Japan
4001,Magic Contour,Kiehl’s,16,Occasional,52.77,3.6,5370,150ml,Normal,Female,Spray,Retinol,1,Italy
4002,Perfect BB Cream,Anastasia Beverly Hills,12,Daily,30.38,4.3,1535,150ml,Normal,Male,Bottle,Retinol,1,Australia
4003,Perfect Concealer,Huda Beauty,24,Daily,94.83,2.9,3719,150ml,Normal,Female,Stick,Aloe Vera,1,France
4004,Divine Foundation,Fenty Beauty,10,Occasional,44.82,2.8,3417,200ml,Oily,Unisex,Compact,Vitamin C,1,Australia
4005,Ultra Serum,Farsali,3,Daily,78.12,2.7,4548,200ml,Sensitive,Female,Jar,Aloe Vera,0,Australia
4006,Perfect Blush,RMS Beauty,13,Daily,133.9,4.2,7785,200ml,Normal,Male,Bottle,Shea Butter,0,South Korea
4007,Ultra Cleanser,ColourPop,7,Occasional,23.16,3.5,3527,50ml,Sensitive,Unisex,Jar,Hyaluronic Acid,1,UK
4008,Magic Cleanser,Hourglass,3,Weekly,88,5,5545,250ml,Sensitive,Female,Tube,Glycerin,1,USA
4009,Ultra Primer,Shiseido,23,Occasional,93.01,2.3,849,150ml,Oily,Unisex,Bottle,Glycerin,1,Japan
4010,Magic Moisturizer,Morphe,17,Monthly,27.23,2.6,538,250ml,Oily,Male,Bottle,Salicylic Acid,1,UK
4011,Divine Exfoliator,Make Up For Ever,17,Weekly,144.37,4.3,2407,150ml,Combination,Unisex,Spray,Glycerin,0,UK
4012,Divine Face Mask,ColourPop,21,Monthly,101.71,2.9,6272,100ml,Oily,Male,Bottle,Glycerin,0,UK
4013,Divine Exfoliator,IT Cosmetics,12,Weekly,66.74,1.7,4744,100ml,Sensitive,Female,Stick,Retinol,0,South Korea
4014,Ultra Moisturizer,ColourPop,11,Monthly,134.86,3.1,7763,150ml,Normal,Male,Jar,Shea Butter,1,Australia
4015,Perfect Primer,Danessa Myricks,20,Weekly,35.43,2.8,1647,250ml,Dry,Female,Compact,Retinol,1,Japan
4016,Super Eye Shadow,Fenty Beauty,23,Monthly,12.41,1.6,2146,200ml,Normal,Unisex,Spray,Aloe Vera,0,Japan
4017,Super CC Cream,RMS Beauty,20,Occasional,23.99,1.5,1593,250ml,Combination,Female,Jar,Retinol,0,USA
4018,Super Serum,Sisley,12,Monthly,25.2,1.2,7375,150ml,Oily,Unisex,Spray,Vitamin C,1,Italy
4019,Super Makeup Remover,Ilia Beauty,1,Weekly,43.02,4.1,4783,150ml,Oily,Unisex,Bottle,Retinol,0,Germany
4020,Super Lip Liner,Make Up For Ever,5,Occasional,90.39,3.3,5126,250ml,Normal,Female,Spray,Shea Butter,1,Australia
4021,Perfect Lipstick,Farsali,6,Occasional,139.33,2.9,1925,30ml,Normal,Male,Jar,Vitamin C,1,France
4022,Ultra Cleanser,Glossier,7,Weekly,61.18,4.7,5297,150ml,Oily,Male,Compact,Retinol,0,France
4023,Super Eye Shadow,NARS,11,Monthly,43.95,2.9,4070,50ml,Dry,Unisex,Spray,Hyaluronic Acid,0,South Korea
4024,Perfect Cleanser,Rare Beauty,14,Monthly,59.11,5,2609,150ml,Sensitive,Male,Jar,Aloe Vera,0,South Korea
4025,Perfect Powder,Farsali,13,Occasional,110.59,3,6347,150ml,Combination,Male,Bottle,Aloe Vera,0,Japan
4026,Divine Concealer,Milk Makeup,23,Weekly,109.34,1.8,1813,100ml,Combination,Unisex,Jar,Vitamin C,0,Japan
4027,Perfect Cleanser,Anastasia Beverly Hills,22,Occasional,145.45,1.6,9971,150ml,Dry,Unisex,Stick,Aloe Vera,1,Australia
4028,Ultra Face Oil,RMS Beauty,15,Weekly,140.77,3.7,6795,30ml,Combination,Unisex,Stick,Salicylic Acid,1,Italy
4029,Perfect Bronzer,Make Up For Ever,15,Monthly,125.83,4.5,5989,150ml,Normal,Unisex,Tube,Shea Butter,1,Australia
4030,Super Blush,Morphe,19,Weekly,143,3.2,6909,50ml,Dry,Female,Tube,Retinol,1,USA
4031,Perfect Lip Gloss,RMS Beauty,20,Occasional,143.56,2.2,7366,200ml,Combination,Female,Spray,Vitamin C,1,South Korea
4032,Divine Contour,Laura Mercier,18,Monthly,32.73,1.2,9863,50ml,Oily,Female,Compact,Glycerin,0,USA
4033,Magic Lip Liner,Make Up For Ever,24,Daily,108.39,1.8,7240,30ml,Normal,Male,Jar,Aloe Vera,0,USA
4034,Perfect Primer,Charlotte Tilbury,23,Weekly,60.91,4.5,882,150ml,Normal,Male,Stick,Glycerin,1,Australia
4035,Ultra Primer,ColourPop,11,Daily,141.32,1.8,1371,100ml,Dry,Female,Jar,Shea Butter,0,Germany
4036,Perfect CC Cream,Bite Beauty,2,Occasional,38.59,2.5,6206,150ml,Oily,Female,Stick,Shea Butter,0,France
4037,Ultra Powder,Rare Beauty,18,Daily,11.51,4.3,6355,50ml,Dry,Female,Tube,Hyaluronic Acid,0,UK
4038,Super Lip Gloss,Clinique,15,Weekly,71.63,1.2,4449,200ml,Sensitive,Unisex,Bottle,Vitamin C,0,Italy
4039,Ultra Moisturizer,Kiehl’s,20,Occasional,72.74,4,5147,100ml,Normal,Male,Bottle,Hyaluronic Acid,0,UK
4040,Ultra Contour,E.l.f.,4,Monthly,44.93,2.1,6557,100ml,Normal,Male,Bottle,Shea Butter,1,Australia
4041,Perfect Highlighter,Farsali,10,Daily,69.18,4.1,6087,50ml,Combination,Male,Stick,Hyaluronic Acid,1,Germany
4042,Divine Lip Liner,Tatcha,1,Daily,129.22,1.8,4716,50ml,Sensitive,Male,Compact,Retinol,1,Italy
4043,Super BB Cream,Patrick Ta,10,Weekly,21.02,2.3,5920,150ml,Sensitive,Unisex,Spray,Glycerin,0,USA
4044,Magic Highlighter,Make Up For Ever,17,Monthly,30.23,1.7,4437,200ml,Normal,Unisex,Tube,Retinol,1,Germany
4045,Magic Powder,RMS Beauty,14,Occasional,32.38,3.2,5062,250ml,Combination,Male,Jar,Hyaluronic Acid,1,Japan
4046,Super Powder,Clinique,24,Monthly,147.48,3.9,7015,200ml,Normal,Male,Stick,Vitamin C,0,Italy
4047,Divine Lip Liner,Bite Beauty,22,Weekly,117.38,2.8,1992,50ml,Dry,Unisex,Spray,Glycerin,1,Japan
4048,Super Foundation,Hourglass,19,Monthly,149.68,1.9,6261,200ml,Oily,Female,Spray,Aloe Vera,1,Italy
4049,Magic CC Cream,Milk Makeup,15,Daily,12.29,2.4,2943,250ml,Combination,Male,Spray,Retinol,0,South Korea
4050,Divine BB Cream,Laura Mercier,13,Daily,95.8,3.8,4873,50ml,Dry,Male,Bottle,Retinol,1,Germany
4051,Ultra Eye Shadow,Clinique,7,Daily,134.76,1.3,3523,250ml,Oily,Unisex,Spray,Salicylic Acid,0,Germany
4052,Super Setting Spray,Charlotte Tilbury,10,Daily,110.81,2.7,4153,100ml,Combination,Male,Bottle,Hyaluronic Acid,0,UK
4053,Ultra Lipstick,Drunk Elephant,21,Daily,110.28,2.2,5100,200ml,Normal,Female,Bottle,Aloe Vera,0,USA
4054,Super BB Cream,Bobby Brown,1,Monthly,39.2,2.9,4870,100ml,Normal,Unisex,Jar,Aloe Vera,0,UK
4055,Perfect Primer,KVD Beauty,5,Occasional,86.71,4,2818,250ml,Oily,Female,Jar,Glycerin,0,Australia
4056,Ultra Concealer,Shiseido,18,Daily,59.91,2.9,4798,250ml,Normal,Unisex,Compact,Shea Butter,0,Italy
4057,Divine BB Cream,Urban Decay,22,Occasional,132.49,2.7,4124,30ml,Combination,Unisex,Spray,Hyaluronic Acid,0,UK
4058,Divine Lip Gloss,Perricone MD,14,Weekly,43.46,4.6,638,250ml,Combination,Unisex,Stick,Aloe Vera,0,Australia
4059,Super Exfoliator,Drunk Elephant,10,Occasional,143.89,1.5,6528,100ml,Oily,Male,Stick,Shea Butter,0,South Korea
4060,Perfect Lip Gloss,Rare Beauty,15,Weekly,106.93,2.8,8049,200ml,Sensitive,Male,Bottle,Hyaluronic Acid,0,South Korea
4061,Super Foundation,Pat McGrath Labs,7,Daily,126.34,3.9,1364,30ml,Normal,Male,Compact,Glycerin,0,Italy
4062,Divine Bronzer,Shiseido,1,Daily,69.69,1.1,382,100ml,Normal,Unisex,Spray,Glycerin,0,USA
4063,Magic Primer,ColourPop,3,Occasional,108.35,2.5,7427,150ml,Oily,Unisex,Bottle,Shea Butter,1,Germany
4064,Magic Blush,Hourglass,17,Weekly,48.52,3.9,9459,100ml,Sensitive,Female,Tube,Aloe Vera,0,USA
4065,Magic Lipstick,Too Faced,7,Occasional,29.89,1.7,6179,250ml,Normal,Female,Stick,Hyaluronic Acid,0,Germany
4066,Magic Lip Liner,Bobby Brown,19,Daily,108.35,2.3,5653,100ml,Normal,Unisex,Spray,Salicylic Acid,1,Japan
4067,Divine Blush,Perricone MD,22,Monthly,78.19,1.1,156,50ml,Oily,Male,Compact,Hyaluronic Acid,1,USA
4068,Magic Concealer,Fenty Beauty,9,Occasional,87.46,2.4,2339,150ml,Combination,Male,Spray,Retinol,0,Italy
4069,Super Face Oil,KVD Beauty,12,Daily,32.41,4.4,3922,50ml,Combination,Unisex,Tube,Salicylic Acid,1,Germany
4070,Ultra Foundation,Perricone MD,4,Monthly,75.18,3.7,2099,200ml,Dry,Unisex,Bottle,Vitamin C,1,Italy
4071,Ultra Moisturizer,Patrick Ta,23,Occasional,45.48,1.3,3178,250ml,Sensitive,Female,Spray,Retinol,0,Italy
4072,Super Foundation,Farsali,21,Weekly,126.88,4.7,7329,30ml,Oily,Male,Jar,Aloe Vera,0,Japan
4073,Super Blush,Sisley,21,Monthly,36.46,3.5,7879,100ml,Normal,Female,Stick,Shea Butter,1,South Korea
4074,Perfect Eyeliner,Danessa Myricks,19,Daily,52.48,2.5,7762,100ml,Sensitive,Unisex,Jar,Retinol,0,Italy
4075,Magic CC Cream,E.l.f.,1,Weekly,63.88,4.4,6971,50ml,Dry,Female,Compact,Vitamin C,1,Australia
4076,Magic Lip Gloss,Tatcha,15,Monthly,34.12,3.2,2654,200ml,Dry,Unisex,Spray,Glycerin,0,Japan
4077,Ultra Serum,Kiehl’s,24,Monthly,141.43,4.7,1440,50ml,Combination,Unisex,Stick,Hyaluronic Acid,1,Germany
4078,Super Eye Shadow,Ilia Beauty,24,Daily,104.76,4.5,7146,50ml,Sensitive,Male,Stick,Salicylic Acid,1,Germany
4079,Divine BB Cream,Tatcha,7,Occasional,15.09,4.2,6526,250ml,Sensitive,Unisex,Stick,Glycerin,0,France
4080,Ultra Powder,Tatcha,1,Daily,30.27,4.7,3594,30ml,Normal,Unisex,Tube,Retinol,1,South Korea
4081,Magic Lipstick,Pat McGrath Labs,7,Weekly,80.42,2.8,7101,50ml,Sensitive,Female,Jar,Glycerin,0,Italy
4082,Divine Foundation,Kiehl’s,10,Daily,113.83,1.8,5037,200ml,Normal,Unisex,Spray,Aloe Vera,1,USA
4083,Divine Makeup Remover,Juvia’s Place,5,Weekly,77.77,3.5,4513,100ml,Normal,Female,Spray,Aloe Vera,0,UK
4084,Perfect Eyeliner,Charlotte Tilbury,1,Monthly,147.22,2.8,3396,100ml,Sensitive,Male,Jar,Glycerin,1,UK
4085,Super Powder,Kylie Cosmetics,9,Occasional,148.94,1.2,9726,100ml,Oily,Male,Compact,Hyaluronic Acid,0,Australia
4086,Magic Serum,Tatcha,4,Monthly,121.01,1.4,6017,100ml,Combination,Male,Jar,Aloe Vera,0,Italy
4087,Perfect Foundation,Hourglass,20,Daily,100.76,4.1,3162,50ml,Normal,Male,Tube,Shea Butter,1,USA
4088,Divine Eyeliner,Glossier,1,Monthly,27.81,4,9247,250ml,Combination,Unisex,Jar,Salicylic Acid,1,Italy
4089,Ultra Face Mask,IT Cosmetics,4,Weekly,72.85,3.9,2551,100ml,Dry,Male,Tube,Aloe Vera,1,Japan
4090,Super Blush,Kiehl’s,22,Occasional,73.27,4.6,8280,200ml,Dry,Unisex,Spray,Shea Butter,0,UK
4091,Magic Setting Spray,Too Faced,23,Daily,112.05,2.9,1794,30ml,Oily,Female,Bottle,Aloe Vera,1,UK
4092,Ultra Setting Spray,Clinique,7,Occasional,25.56,2.8,4604,100ml,Combination,Female,Bottle,Shea Butter,0,UK
4093,Divine Eyeliner,Bourjois,22,Daily,18.02,4.1,7854,30ml,Sensitive,Unisex,Compact,Vitamin C,0,France
4094,Ultra Foundation,Tatcha,23,Daily,81.32,3.8,4089,200ml,Oily,Female,Jar,Shea Butter,0,Germany
4095,Ultra Concealer,Yves Saint Laurent,17,Weekly,55.8,2,2882,250ml,Sensitive,Male,Jar,Glycerin,1,Japan
4096,Super Moisturizer,Perricone MD,10,Monthly,65.77,4.8,4647,150ml,Oily,Female,Stick,Vitamin C,0,Japan
4097,Magic Primer,Hourglass,18,Daily,14.9,4.1,8781,100ml,Oily,Unisex,Tube,Retinol,1,Italy
4098,Divine Highlighter,Tarte,7,Weekly,94.69,4.5,6906,200ml,Oily,Female,Bottle,Retinol,1,Italy
4099,Magic Eyeliner,NARS,15,Occasional,15.39,4.8,7742,150ml,Normal,Unisex,Tube,Hyaluronic Acid,1,Germany
4100,Divine Setting Spray,Sisley,9,Monthly,12.96,4.2,3549,250ml,Combination,Unisex,Bottle,Vitamin C,1,Germany
4101,Ultra Face Oil,Becca,14,Occasional,103.14,3,633,100ml,Oily,Female,Tube,Glycerin,0,France
4102,Perfect Concealer,Morphe,12,Weekly,149.75,3.6,4230,100ml,Oily,Unisex,Stick,Aloe Vera,0,Australia
4103,Magic Concealer,RMS Beauty,10,Daily,35.8,2.3,4028,50ml,Sensitive,Male,Spray,Vitamin C,0,Australia
4104,Super Face Mask,E.l.f.,15,Daily,15.66,4.8,8570,200ml,Oily,Unisex,Bottle,Vitamin C,1,Japan
4105,Super Primer,Tatcha,12,Monthly,48.66,3.5,3217,100ml,Dry,Unisex,Spray,Shea Butter,0,Australia
4106,Divine Face Mask,Yves Saint Laurent,13,Weekly,112.07,1.3,4401,50ml,Dry,Unisex,Compact,Glycerin,1,South Korea
4107,Perfect Bronzer,Rare Beauty,18,Monthly,102.61,3,2223,30ml,Sensitive,Unisex,Compact,Retinol,1,France
4108,Divine Lip Liner,Sisley,5,Weekly,101.33,3.8,2557,200ml,Normal,Female,Bottle,Hyaluronic Acid,1,South Korea
4109,Super Bronzer,Tarte,9,Weekly,140.47,2.5,6366,250ml,Dry,Male,Stick,Hyaluronic Acid,1,South Korea
4110,Perfect Eyeliner,Drunk Elephant,14,Weekly,45.58,4.7,9412,100ml,Sensitive,Female,Stick,Glycerin,1,France
4111,Magic Bronzer,Juvia’s Place,16,Daily,56,2.9,2426,50ml,Combination,Male,Jar,Retinol,0,South Korea
4112,Ultra Eyeliner,Huda Beauty,3,Occasional,119.51,1.5,8521,200ml,Normal,Unisex,Jar,Glycerin,0,Germany
4113,Magic Primer,Too Faced,10,Occasional,64.47,1,4956,30ml,Sensitive,Unisex,Tube,Glycerin,0,Japan
4114,Ultra Face Mask,Farsali,15,Monthly,81.37,3.9,8947,200ml,Combination,Male,Bottle,Glycerin,1,UK
4115,Ultra Cleanser,Urban Decay,12,Monthly,71.94,3,8001,50ml,Dry,Male,Bottle,Glycerin,1,Japan
4116,Magic Contour,Laura Mercier,14,Daily,85.64,1.5,2019,100ml,Combination,Female,Compact,Hyaluronic Acid,0,Italy
4117,Magic BB Cream,Yves Saint Laurent,22,Monthly,51.19,2.3,2565,250ml,Normal,Female,Jar,Glycerin,1,Italy
4118,Divine Cleanser,Kylie Cosmetics,14,Monthly,147.85,4.9,3011,200ml,Oily,Male,Stick,Aloe Vera,0,France
4119,Ultra BB Cream,Urban Decay,24,Occasional,98.8,4.6,9134,250ml,Normal,Female,Jar,Aloe Vera,0,Germany
4120,Ultra Face Oil,Pat McGrath Labs,4,Weekly,41,2.6,1942,200ml,Oily,Unisex,Spray,Vitamin C,1,UK
4121,Divine Moisturizer,Natasha Denona,11,Occasional,141,2,3129,30ml,Normal,Male,Tube,Salicylic Acid,1,USA
4122,Divine BB Cream,Rare Beauty,19,Weekly,114.44,4.3,3215,100ml,Dry,Female,Bottle,Retinol,1,France
4123,Ultra Eye Shadow,Anastasia Beverly Hills,23,Monthly,43.84,1.1,3647,150ml,Combination,Male,Compact,Retinol,0,France
4124,Ultra Lipstick,Morphe,10,Weekly,104.84,2.3,6493,200ml,Normal,Unisex,Compact,Hyaluronic Acid,0,Australia
4125,Perfect Makeup Remover,Make Up For Ever,23,Occasional,50.25,3.5,8703,250ml,Sensitive,Female,Stick,Glycerin,0,France
4126,Magic Powder,Charlotte Tilbury,10,Weekly,106.68,3.3,6178,250ml,Normal,Unisex,Spray,Aloe Vera,0,UK
4127,Divine Contour,Ilia Beauty,24,Monthly,83.67,4.2,684,150ml,Sensitive,Female,Tube,Retinol,0,South Korea
4128,Magic Face Mask,Yves Saint Laurent,3,Monthly,48.19,2,4172,100ml,Dry,Male,Spray,Glycerin,1,USA
4129,Ultra Highlighter,Charlotte Tilbury,14,Occasional,142.01,4.7,117,100ml,Normal,Female,Bottle,Shea Butter,0,Japan
4130,Magic Lip Liner,Urban Decay,18,Occasional,93.25,2.3,554,150ml,Dry,Female,Jar,Aloe Vera,0,USA
4131,Ultra Foundation,Glossier,13,Weekly,135.11,4.5,8406,150ml,Normal,Female,Spray,Retinol,0,Australia
4132,Divine BB Cream,Tatcha,8,Weekly,92.26,4.9,452,100ml,Sensitive,Unisex,Spray,Glycerin,1,France
4133,Perfect Blush,Bobby Brown,14,Occasional,47.75,4.4,7608,50ml,Combination,Female,Jar,Glycerin,1,Australia
4134,Magic Lip Gloss,Shiseido,1,Monthly,65.75,1.6,8286,100ml,Normal,Female,Spray,Salicylic Acid,1,USA
4135,Super Lipstick,Bobby Brown,18,Weekly,130.19,3.3,1379,100ml,Dry,Unisex,Jar,Vitamin C,1,Germany
4136,Divine Concealer,Bite Beauty,17,Monthly,45.26,4.2,6884,200ml,Dry,Female,Spray,Vitamin C,1,Australia
4137,Perfect Exfoliator,Laura Mercier,19,Daily,87.32,1.5,6447,250ml,Combination,Male,Compact,Salicylic Acid,0,Germany
4138,Ultra CC Cream,NARS,11,Weekly,20.01,1.2,8949,250ml,Normal,Unisex,Spray,Salicylic Acid,1,Japan
4139,Magic Face Oil,Fenty Beauty,11,Monthly,76.67,1.4,4049,100ml,Sensitive,Female,Bottle,Aloe Vera,0,USA
4140,Ultra Primer,Tatcha,22,Occasional,62.04,2.1,7145,250ml,Dry,Female,Bottle,Shea Butter,0,Italy
4141,Divine CC Cream,Patrick Ta,23,Occasional,91.31,4.3,5773,50ml,Normal,Unisex,Jar,Retinol,1,Germany
4142,Ultra Setting Spray,Yves Saint Laurent,3,Weekly,39.81,4.4,8844,30ml,Combination,Unisex,Tube,Shea Butter,1,UK
